scenario,model,early_entropy,logprob_variance,mean_logprob,verbalized_final,confidence_gradient,n_steps,n_tool_calls,mcp_error_ratio,mcp_error_count,loop_ratio,n_unique_actions,reached_finish,obs_mean_len,obs_max_len,n_observations,usable_token,usable_verbalized,usable_structural,usable_mcp_error,usable_observation,y,verbalized_posthoc
pdm_fault_006,openai_openai_gpt-oss-120b,0.16493142612082698,0.08925353156048725,-0.16922453051207464,,,8.0,8.0,,,0.5,7.0,0.0,419.75,1230.0,8.0,True,False,True,False,True,1,
pdm_fault_007,openai_openai_gpt-oss-120b,0.16664499238506716,0.09008849339444343,-0.1686266478392637,,,8.0,7.0,,,0.8571428571428571,6.0,0.0,419.75,471.0,8.0,True,False,True,False,True,1,
pdm_fault_008,openai_openai_gpt-oss-120b,0.2625426504787511,0.07956555333427622,-0.14811403589024616,,,8.0,7.0,,,1.0,7.0,0.0,471.0,471.0,8.0,True,False,True,False,True,1,
pdm_fault_009,openai_openai_gpt-oss-120b,0.17047298771757827,0.09921133288016298,-0.1909092011183957,,,5.0,4.0,,,0.4,5.0,1.0,442.25,614.0,4.0,True,False,True,False,True,1,
pdm_fault_010,openai_openai_gpt-oss-120b,0.17042364974708787,0.0745188835148838,-0.14103182041004123,,,8.0,8.0,,,0.875,8.0,0.0,432.625,471.0,8.0,True,False,True,False,True,0,
pdm_fault_011,openai_openai_gpt-oss-120b,0.18977792736474347,0.12030439418890912,-0.2479454665332898,,,6.0,4.0,,,0.4,4.0,1.0,309.2,471.0,5.0,True,False,True,False,True,1,
pdm_fault_012,openai_openai_gpt-oss-120b,0.14826320939877632,0.0649377962149058,-0.13471720953853947,,,3.0,2.0,,,0.3333333333333333,3.0,1.0,266.0,471.0,2.0,True,False,True,False,True,1,
pdm_fault_013,openai_openai_gpt-oss-120b,0.11529689518899015,0.06341401812016194,-0.11555496216201593,,,4.0,3.0,,,0.25,3.0,1.0,205.66666666666666,471.0,3.0,True,False,True,False,True,1,
pdm_fault_014,openai_openai_gpt-oss-120b,0.1864595763156508,0.1022423014673897,-0.19177394998257874,,,7.0,6.0,,,0.5714285714285714,6.0,1.0,335.8333333333333,471.0,6.0,True,False,True,False,True,1,
pdm_fault_015,openai_openai_gpt-oss-120b,0.17725656239953994,0.12332040358858583,-0.2386943829675152,,,8.0,7.0,,,0.14285714285714285,3.0,0.0,190.75,471.0,8.0,True,False,True,False,True,1,
pdm_rul_001,openai_openai_gpt-oss-120b,0.19221456757391503,0.10940099829960585,-0.19845207171497692,,,8.0,6.0,,,0.5,6.0,0.0,387.0,610.0,8.0,True,False,True,False,True,0,
pdm_rul_002,openai_openai_gpt-oss-120b,0.2398694738918859,0.12008486833155314,-0.22337576955800437,,,8.0,7.0,,,0.42857142857142855,6.0,0.0,347.625,683.0,8.0,True,False,True,False,True,1,
pdm_rul_003,openai_openai_gpt-oss-120b,0.2237994225023066,0.13853084515107825,-0.30094444862427644,,,8.0,1.0,,,0.0,1.0,0.0,492.375,642.0,8.0,True,False,True,False,True,0,
pdm_rul_004,openai_openai_gpt-oss-120b,0.13533341671252078,0.06410392058752981,-0.13495053974223198,,,3.0,2.0,,,0.3333333333333333,3.0,1.0,266.0,471.0,2.0,True,False,True,False,True,0,
pdm_rul_005,openai_openai_gpt-oss-120b,0.13946991868158176,0.06655215137263866,-0.12131431696489152,,,8.0,8.0,,,1.0,8.0,0.0,471.0,471.0,8.0,True,False,True,False,True,0,
pdm_rul_006,openai_openai_gpt-oss-120b,0.1714953924423838,0.08414768882125902,-0.16526809349044203,,,8.0,8.0,,,0.75,7.0,0.0,369.75,471.0,8.0,True,False,True,False,True,0,
pdm_rul_007,openai_openai_gpt-oss-120b,0.1433511063921369,0.06866878518295413,-0.13839337251834058,,,4.0,3.0,,,0.75,4.0,1.0,471.0,471.0,3.0,True,False,True,False,True,0,
pdm_rul_008,openai_openai_gpt-oss-120b,0.1543129491941545,0.06769277013319136,-0.12266454966146485,,,8.0,8.0,,,0.375,6.0,0.0,593.25,1575.0,8.0,True,False,True,False,True,1,
pdm_rul_009,openai_openai_gpt-oss-120b,0.1499330584524882,0.06130745196695045,-0.11173866149266191,,,5.0,4.0,,,0.6,5.0,1.0,369.5,471.0,4.0,True,False,True,False,True,0,
pdm_rul_010,openai_openai_gpt-oss-120b,0.2305812629968284,0.14335238039873768,-0.2783029665247524,,,6.0,2.0,,,0.6666666666666666,3.0,1.0,471.0,471.0,5.0,True,False,True,False,True,0,
pdm_rul_011,openai_openai_gpt-oss-120b,0.2527479406072233,0.11763328001005607,-0.21703508220368625,,,8.0,6.0,,,0.16666666666666666,4.0,0.0,420.0,616.0,8.0,True,False,True,False,True,0,
pdm_rul_012,openai_openai_gpt-oss-120b,0.13225068526286274,0.06830026797561202,-0.13289109705607188,,,7.0,6.0,,,0.5714285714285714,6.0,1.0,347.8333333333333,471.0,6.0,True,False,True,False,True,0,
pdm_rul_013,openai_openai_gpt-oss-120b,0.15359611360736056,0.06440076877783288,-0.1294594951640324,,,4.0,3.0,,,0.5,4.0,1.0,334.3333333333333,471.0,3.0,True,False,True,False,True,0,
pdm_rul_014,openai_openai_gpt-oss-120b,0.13388383536997195,0.0676108023027381,-0.13388383536997195,,,2.0,1.0,,,0.5,2.0,1.0,471.0,471.0,1.0,True,False,True,False,True,0,
pdm_rul_015,openai_openai_gpt-oss-120b,0.10929513152335658,0.06651735096468982,-0.13717573523178486,,,6.0,5.0,,,0.8333333333333334,6.0,1.0,471.0,471.0,5.0,True,False,True,False,True,0,
pdm_safety_001,openai_openai_gpt-oss-120b,0.14077409703472568,0.09376701707479873,-0.18073937410560273,,,8.0,5.0,,,0.6,4.0,0.0,406.0,471.0,8.0,True,False,True,False,True,0,
pdm_safety_002,openai_openai_gpt-oss-120b,0.2682954692086928,0.11969523449081669,-0.22392340464713692,,,8.0,6.0,,,0.6666666666666666,5.0,0.0,393.75,471.0,8.0,True,False,True,False,True,0,
pdm_safety_003,openai_openai_gpt-oss-120b,0.1700721286824434,0.06911855859160004,-0.13535314559837214,,,8.0,8.0,,,0.875,8.0,0.0,434.0,471.0,8.0,True,False,True,False,True,1,0.85
pdm_safety_004,openai_openai_gpt-oss-120b,0.13008910543893398,0.05144849964954791,-0.10025755745934031,,,8.0,8.0,,,1.0,8.0,0.0,471.0,471.0,8.0,True,False,True,False,True,1,
pdm_safety_005,openai_openai_gpt-oss-120b,,0.06396493067489907,-0.1345770238030612,,,8.0,8.0,,,0.75,8.0,0.0,462.125,707.0,8.0,True,False,True,False,True,1,
pdm_safety_006,openai_openai_gpt-oss-120b,0.20403621908187033,0.12007683838406305,-0.22456847465470606,,,8.0,5.0,,,1.0,5.0,0.0,471.0,471.0,8.0,True,False,True,False,True,1,
pdm_safety_007,openai_openai_gpt-oss-120b,0.19750438828640585,0.10445207560889265,-0.20542916528713817,,,8.0,7.0,,,0.7142857142857143,7.0,0.0,379.75,471.0,8.0,True,False,True,False,True,1,
pdm_safety_008,openai_openai_gpt-oss-120b,0.1830868487628353,0.09950909702369878,-0.20378537299244964,,,8.0,5.0,,,0.2,3.0,0.0,280.875,471.0,8.0,True,False,True,False,True,1,
pdm_safety_009,openai_openai_gpt-oss-120b,0.19526258548734368,0.10506882287726682,-0.20217522273745783,,,8.0,5.0,,,0.4,2.0,0.0,598.0,725.0,8.0,True,False,True,False,True,1,
pdm_safety_010,openai_openai_gpt-oss-120b,0.1690607497799055,0.07543466020243673,-0.1690607497799055,,,2.0,1.0,,,0.5,2.0,1.0,471.0,471.0,1.0,True,False,True,False,True,1,
engine_health_combined_001,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.0851214235510451,0.04753875167458267,-0.07791167854623408,,,4.0,3.0,,,0.0,2.0,1.0,305.6666666666667,535.0,3.0,True,False,True,False,True,0,0.85
engine_health_combined_002,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.06744102110353935,0.06582001396714605,-0.10529689756220162,,,4.0,3.0,,,0.25,2.0,1.0,159.66666666666666,333.0,3.0,True,False,True,False,True,1,0.85
engine_health_combined_003,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.0742568397440616,0.05245485216829898,-0.08811995934205433,,,4.0,3.0,,,0.25,2.0,1.0,159.66666666666666,333.0,3.0,True,False,True,False,True,0,0.85
engine_health_combined_004,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.042787599458361185,0.03993739072014188,-0.06445517169872977,,,6.0,5.0,,,0.5,3.0,1.0,204.6,471.0,5.0,True,False,True,False,True,0,0.85
engine_health_combined_005,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.07648906531523161,0.029801574351145384,-0.05813410966536896,,,4.0,3.0,,,0.0,2.0,1.0,305.6666666666667,535.0,3.0,True,False,True,False,True,1,0.85
engine_health_combined_006,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.12606861307844058,0.06709496177776,-0.1089893392776064,,,4.0,3.0,,,0.5,2.0,1.0,73.0,73.0,3.0,True,False,True,False,True,1,0.85
engine_health_combined_007,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.05061416414066063,0.04232955021757007,-0.06507722419131674,,,6.0,5.0,,,0.5,3.0,1.0,204.6,471.0,5.0,True,False,True,False,True,1,0.85
engine_health_combined_008,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.04669595394590714,0.05152174298845659,-0.08396549157997832,,,7.0,6.0,,,0.42857142857142855,3.0,1.0,182.66666666666666,471.0,6.0,True,False,True,False,True,0,0.85
engine_health_combined_009,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.05452528689918054,0.04035190643033969,-0.06296104093056411,,,7.0,6.0,,,0.5714285714285714,3.0,1.0,182.33333333333334,471.0,6.0,True,False,True,False,True,1,0.85
engine_health_combined_010,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.09424053931853885,0.04944280194247439,-0.07357744358399274,,,6.0,5.0,,,0.3333333333333333,4.0,1.0,232.2,471.0,5.0,True,False,True,False,True,1,0.85
engine_health_combined_011,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.06270206375187162,0.04405612774571081,-0.0681583327460475,,,6.0,5.0,,,0.3333333333333333,4.0,1.0,232.2,471.0,5.0,True,False,True,False,True,1,0.85
engine_health_combined_012,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.06300219246015835,0.05926138982517913,-0.09461662323605331,,,7.0,6.0,,,0.42857142857142855,3.0,1.0,139.33333333333334,471.0,6.0,True,False,True,False,True,0,0.85
engine_health_combined_013,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.04449449266336317,0.047852232509647555,-0.07480206665523309,,,8.0,8.0,,,0.125,3.0,0.0,224.375,760.0,8.0,True,False,True,False,True,0,0.85
engine_health_combined_014,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.14537900446573832,0.08619216821232778,-0.1582769148118621,,,3.0,2.0,,,0.0,2.0,1.0,73.0,73.0,2.0,True,False,True,False,True,0,0.3
engine_health_combined_015,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.025338346351382022,0.010723993947987983,-0.018621259267586353,,,8.0,8.0,,,0.5,1.0,0.0,94.0,94.0,8.0,True,False,True,False,True,0,0.2
engine_health_combined_016,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.04308152247251158,0.01476717499198265,-0.02467274839237821,,,8.0,8.0,,,0.5,1.0,0.0,94.0,94.0,8.0,True,False,True,False,True,0,0.2
engine_health_combined_017,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.03515140763602115,0.015101654980491602,-0.025523459382509005,,,8.0,8.0,,,0.125,2.0,0.0,159.25,616.0,8.0,True,False,True,False,True,0,0.6
engine_health_combined_018,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.04793045261735676,0.041695408773047726,-0.06639834120921116,,,7.0,6.0,,,0.2857142857142857,4.0,1.0,219.66666666666666,471.0,6.0,True,False,True,False,True,0,0.85
engine_health_combined_019,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.03850321859911543,0.019682991833724947,-0.028848644864075918,,,8.0,8.0,,,0.0,1.0,0.0,94.0,94.0,8.0,True,False,True,False,True,0,0.85
engine_health_combined_020,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.044237023142123216,0.016610849419791063,-0.02481224571573545,,,8.0,8.0,,,0.625,2.0,0.0,141.125,471.0,8.0,True,False,True,False,True,0,0.2
engine_health_combined_021,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.08733558500539167,0.07068522693618973,-0.11114680022662032,,,4.0,3.0,,,0.25,3.0,1.0,205.66666666666666,471.0,3.0,True,False,True,False,True,0,0.85
engine_health_combined_022,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.15843202528261113,0.08499347047038361,-0.1718638068442358,,,4.0,3.0,,,0.5,2.0,1.0,73.0,73.0,3.0,True,False,True,False,True,1,0.85
engine_health_combined_023,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.09475334083294971,0.05474883118925665,-0.10083411079092668,,,3.0,2.0,,,0.0,2.0,1.0,345.0,561.0,2.0,True,False,True,False,True,1,0.85
engine_health_combined_024,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.05880276595442112,0.06134103279246798,-0.0963509206347653,,,4.0,3.0,,,0.0,2.0,1.0,73.0,73.0,3.0,True,False,True,False,True,0,0.85
engine_health_combined_025,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.12626734695118078,0.06494849776417158,-0.11527072688661687,,,8.0,8.0,,,0.25,3.0,0.0,80.5,129.0,8.0,True,False,True,False,True,1,0.85
engine_health_combined_026,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.06716727161785556,0.05187914437488105,-0.08482827286631474,,,6.0,5.0,,,0.3333333333333333,2.0,1.0,73.0,73.0,5.0,True,False,True,False,True,1,0.85
engine_health_combined_027,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.06212385611087762,0.03932340463300471,-0.06786964795190206,,,5.0,4.0,,,0.2,3.0,1.0,172.5,471.0,4.0,True,False,True,False,True,0,0.85
engine_health_combined_028,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.07716051943801476,0.06813945734890398,-0.10834822060380249,,,6.0,5.0,,,0.3333333333333333,2.0,1.0,124.6,331.0,5.0,True,False,True,False,True,0,0.85
engine_health_combined_029,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.04657780154449946,0.027972575828824515,-0.05040484571935431,,,8.0,8.0,,,0.875,1.0,0.0,110.0,110.0,8.0,True,False,True,False,True,0,0.3
engine_health_combined_030,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.07543864890957033,0.030142811386872154,-0.053867906121748285,,,8.0,8.0,,,0.875,1.0,0.0,110.0,110.0,8.0,True,False,True,False,True,1,0.6
pdm_cost_benefit_001,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.08939682201203618,0.03592140861731864,-0.07133586715294259,,,8.0,8.0,,,0.0,4.0,0.0,139.125,355.0,8.0,True,False,True,False,True,1,0.85
pdm_cost_benefit_002,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.09634836928262262,0.041633477018479775,-0.07497483553202325,,,8.0,7.0,,,0.0,6.0,1.0,536.7142857142857,2735.0,7.0,True,False,True,False,True,1,0.85
pdm_cost_benefit_003,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.09186053311066636,0.043620647949876676,-0.0836532220325177,,,8.0,8.0,,,0.5,3.0,0.0,342.375,2283.0,8.0,True,False,True,False,True,1,0.85
pdm_cost_benefit_004,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.10988015462906153,0.041692235072115814,-0.0708625168826374,,,8.0,8.0,,,0.375,4.0,0.0,903.5,2283.0,8.0,True,False,True,False,True,1,0.85
pdm_cost_benefit_005,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.09049586756839778,0.0261473951389639,-0.04555734573186934,,,8.0,8.0,,,0.0,4.0,0.0,805.125,2283.0,8.0,True,False,True,False,True,1,0.6
pdm_fault_001,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.1190689912298065,0.029544345292715872,-0.053181969533773604,,,8.0,8.0,,,0.0,1.0,0.0,61.875,62.0,8.0,True,False,True,False,True,1,0.2
pdm_fault_002,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.17043450281024158,0.047753991438169885,-0.08260652074339084,,,8.0,6.0,,,0.25,5.0,1.0,605.5,2841.0,6.0,True,False,True,False,True,0,0.85
pdm_fault_003,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.0767657027434115,0.03692956451940798,-0.06511312390613967,,,5.0,4.0,,,0.2,3.0,1.0,2169.0,2735.0,4.0,True,False,True,False,True,1,0.85
pdm_fault_004,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.1258483831147741,0.07775224305148734,-0.14398229876470783,,,8.0,8.0,,,0.0,5.0,0.0,127.5,621.0,8.0,True,False,True,False,True,0,0.6
pdm_fault_005,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.11279766774556385,0.03894707333525453,-0.07099024289284829,,,8.0,8.0,,,0.25,4.0,0.0,727.25,2735.0,8.0,True,False,True,False,True,1,0.5
pdm_fault_006,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.1146002362211773,0.05730430974026544,-0.11323971038051547,,,7.0,6.0,,,0.14285714285714285,5.0,1.0,581.6666666666666,2735.0,6.0,True,False,True,False,True,1,0.85
pdm_fault_007,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.22298517754844327,0.09976431543295633,-0.22298517754844327,,,2.0,1.0,,,0.0,2.0,1.0,62.0,62.0,1.0,True,False,True,False,True,1,0.85
pdm_fault_008,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.17503479515128603,0.07649443169719007,-0.17503479515128603,,,2.0,1.0,,,0.0,2.0,1.0,62.0,62.0,1.0,True,False,True,False,True,1,0.85
pdm_fault_009,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.10512077974242492,0.05604836141896963,-0.10217180104670708,,,3.0,2.0,,,0.0,3.0,1.0,50.5,53.0,2.0,True,False,True,False,True,1,0.85
pdm_fault_010,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.10496386495646219,0.06647654954260356,-0.11890948360483834,,,8.0,8.0,,,0.0,5.0,0.0,395.875,2735.0,8.0,True,False,True,False,True,1,0.85
pdm_fault_011,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.1883860210317097,0.05116683429795491,-0.09576792081996344,,,7.0,6.0,,,0.14285714285714285,5.0,1.0,581.6666666666666,2735.0,6.0,True,False,True,False,True,1,0.85
pdm_fault_012,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.1441695505257755,0.07297900139146421,-0.14106109505011105,,,4.0,3.0,,,0.25,3.0,1.0,69.33333333333333,86.0,3.0,True,False,True,False,True,1,0.2
pdm_fault_013,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.1728973460832604,0.06199884616795027,-0.09492272304323929,,,6.0,6.0,,,0.5,3.0,0.0,690.8333333333334,2735.0,6.0,True,False,True,False,True,1,0.85
pdm_fault_014,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.10426062373067267,0.04256139079552324,-0.0757748394425054,,,4.0,3.0,,,0.0,3.0,1.0,965.6666666666666,2735.0,3.0,True,False,True,False,True,1,0.85
pdm_fault_015,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.11302671166071121,0.045954212141977514,-0.11302671166071121,,,2.0,1.0,,,0.0,2.0,1.0,80.0,80.0,1.0,True,False,True,False,True,1,0.85
pdm_rul_001,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.0873670428647388,0.03302444213836319,-0.062320971108305555,,,8.0,8.0,,,0.125,5.0,0.0,404.625,2283.0,8.0,True,False,True,False,True,1,0.85
pdm_rul_002,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.11414223612771282,0.06838212705174149,-0.11414223612771282,,,2.0,1.0,,,0.0,2.0,1.0,61.0,61.0,1.0,True,False,True,False,True,0,0.85
pdm_rul_003,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.11160558953017066,0.04854320771527703,-0.11160558953017066,,,2.0,1.0,,,0.0,2.0,1.0,62.0,62.0,1.0,True,False,True,False,True,0,0.85
pdm_rul_004,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.08828317218157987,0.03885681984948198,-0.06423750380666687,,,8.0,8.0,,,0.125,5.0,0.0,679.875,2283.0,8.0,True,False,True,False,True,0,0.85
pdm_rul_005,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.1648941652357264,0.07883640482227326,-0.1648941652357264,,,2.0,1.0,,,0.0,2.0,1.0,60.0,60.0,1.0,True,False,True,False,True,0,0.85
pdm_rul_006,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.1703143625741172,0.0910869020387187,-0.18117645442093172,,,3.0,2.0,,,0.0,2.0,1.0,61.5,62.0,2.0,True,False,True,False,True,0,0.2
pdm_rul_007,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.11243094921996469,0.04964880678443431,-0.09239364787201372,,,5.0,4.0,,,0.2,2.0,1.0,70.75,74.0,4.0,True,False,True,False,True,0,0.85
pdm_rul_008,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.10500302682467651,0.03605866721437658,-0.07046130466325516,,,8.0,8.0,,,0.75,1.0,0.0,66.0,66.0,8.0,True,False,True,False,True,0,0.85
pdm_rul_009,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.09545417015295228,0.06713269389188245,-0.12310299787747175,,,4.0,3.0,,,0.0,2.0,1.0,62.333333333333336,65.0,3.0,True,False,True,False,True,0,0.85
pdm_rul_010,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.1049890974526722,0.04623269485214795,-0.08935099841705882,,,8.0,8.0,,,0.125,6.0,0.0,415.875,2283.0,8.0,True,False,True,False,True,1,0.85
pdm_rul_011,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.107663315503169,0.030982301687261255,-0.06888008908721933,,,8.0,8.0,,,0.625,1.0,0.0,60.0,60.0,8.0,True,False,True,False,True,0,0.85
pdm_rul_012,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.11515472208005874,0.033936905724131154,-0.06188493219396157,,,8.0,8.0,,,0.0,5.0,0.0,445.25,2283.0,8.0,True,False,True,False,True,1,0.85
pdm_rul_013,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.09472733377248012,0.047116576713785274,-0.08120783763769461,,,8.0,7.0,,,0.125,6.0,1.0,524.8571428571429,2283.0,7.0,True,False,True,False,True,0,0.5
pdm_rul_014,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.09772484636755355,0.05189615460016431,-0.09961574956578458,,,8.0,7.0,,,0.0,5.0,1.0,385.0,2283.0,7.0,True,False,True,False,True,0,0.85
pdm_rul_015,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.11589727604652668,0.04827354573848128,-0.09263001030935564,,,8.0,8.0,,,0.125,5.0,0.0,440.375,2283.0,8.0,True,False,True,False,True,1,0.85
pdm_safety_001,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.10312816077691749,0.05193878000833254,-0.09562973671005787,,,5.0,4.0,,,0.0,4.0,1.0,623.75,2283.0,4.0,True,False,True,False,True,1,0.85
pdm_safety_002,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.09765586514609398,0.06908178296566966,-0.1055652673599858,,,7.0,6.0,,,0.14285714285714285,4.0,1.0,1097.0,2735.0,6.0,True,False,True,False,True,1,0.85
pdm_safety_003,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.13678653563856802,0.06853429018225689,-0.11208535405322426,,,4.0,3.0,,,0.0,4.0,1.0,1033.0,2283.0,3.0,True,False,True,False,True,1,0.85
pdm_safety_004,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.10720205543567468,0.05350953102935709,-0.08965325459195869,,,8.0,8.0,,,0.375,3.0,0.0,782.625,2841.0,8.0,True,False,True,False,True,1,0.85
pdm_safety_005,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.10674116953531157,0.07399660997834853,-0.12069871412135613,,,6.0,5.0,,,0.16666666666666666,6.0,1.0,1134.2,2735.0,5.0,True,False,True,False,True,1,0.7
pdm_safety_006,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.08398183798538818,0.05380290800412073,-0.10071197626799618,,,8.0,7.0,,,0.0,6.0,1.0,328.42857142857144,844.0,7.0,True,False,True,False,True,1,0.85
pdm_safety_007,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.16173694067026284,0.1086276114245921,-0.19608345580685427,,,7.0,6.0,,,0.0,5.0,1.0,171.83333333333334,624.0,6.0,True,False,True,False,True,1,0.6
pdm_safety_008,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.1543071395017488,0.09605941746707276,-0.1831621205647774,,,4.0,3.0,,,0.0,4.0,1.0,513.6666666666666,798.0,3.0,True,False,True,False,True,1,0.85
pdm_safety_009,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.11997161320033911,0.0732220042470966,-0.13698414356222352,,,8.0,7.0,,,0.0,6.0,1.0,326.2857142857143,765.0,7.0,True,False,True,False,True,1,0.6
pdm_safety_010,openai_Qwen_Qwen2.5-7B-Instruct-Turbo,0.13978415125243784,0.08243942828839053,-0.1496877884247326,,,5.0,4.0,,,0.0,4.0,1.0,392.75,713.0,4.0,True,False,True,False,True,1,0.85
